oferta_id,url,titulo,descripcion,empresa,ubicacion,fecha_publicacion,texto_tarjeta_crudo,primera_linea,pagina,fecha_publicacion2,gran_grupo_pred,sim_gran_grupo,codigo_ciuo_pred,sim_codigo_ciuo,puesto_ref_mas_similar,fuente_ref,metodo,correccion_manual,macro_v1,subcategoria_v1,macro_v2,subcategoria_v2,macro_v3,subcategoria_v3,habilidades_identificadas
2026-086930,https://www.bne.gob.cl/oferta/2026-086930,Operario de Campo / Regador Agrícola,"Requisitos: Enseñanza Media completa. Experiencia mínima de 2 años comprobables en labores agrícolas generales. Funciones del cargo: Manipular, abrir y cerrar compuertas, ...",Confidencial,Metropolitana - Talagante,Hace 12 días,"Hace 12 días
Operario de Campo / Regador Agrícola
Requisitos: Enseñanza Media completa. Experiencia mínima de 2 años comprobables en labores agrícolas generales. Funciones del cargo: Manipular, abrir y cerrar compuertas, ...
Confidencial
Metropolitana - Talagante
Ver Más",Hace 12 días,216,2026-07-30,9,0.32,9211,0.694,Operario/a agrícola,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-087110,https://www.bne.gob.cl/oferta/2026-087110,Operario/a de Bodega (Manejo de Grúa Horquilla y Apilador Eléctrico),Requisitos: Enseñanza Media completa. Licencia de Conducir Clase D vigente (Excluyente). Experiencia previa comprobable en la operación de grúa horquilla y apilador eléctri...,Confidencial,Metropolitana - Peñaflor,Hace 12 días,"Hace 12 días
Operario/a de Bodega (Manejo de Grúa Horquilla y Apilador Eléctrico)
Requisitos: Enseñanza Media completa. Licencia de Conducir Clase D vigente (Excluyente). Experiencia previa comprobable en la operación de grúa horquilla y apilador eléctri...
Confidencial
Metropolitana - Peñaflor
Ver Más",Hace 12 días,216,2026-07-30,8,0.511,8343,0.613,Operador/a de grúa horquilla,ENADEL 2025 (C1/C3),titulo,False,Competencias manuales,Destrezas de coordinación óculo-manual y óculo-podal,Competencias cognitivas,Competencias de gestión de proyectos y procesos,,,"bodega, conducir, electrico, licencia de conducir"
2026-087129,https://www.bne.gob.cl/oferta/2026-087129,ADMINISTRATIVO/A CAJERO/A - OMIL TALCA,"Empresa de Talca requiere persona responsable del cobro de productos, emisión de documentos de venta, cuadratura de caja y apoyo a gestiones administrativas en la sucursal. Funciones Princip...",Confidencial,Maule - Talca,Hace 12 días,"Hace 12 días
ADMINISTRATIVO/A CAJERO/A - OMIL TALCA
Empresa de Talca requiere persona responsable del cobro de productos, emisión de documentos de venta, cuadratura de caja y apoyo a gestiones administrativas en la sucursal. Funciones Princip...
Confidencial
Maule - Talca
Ver Más",Hace 12 días,216,2026-07-30,4,0.616,4110,0.607,Administrativo/a,ENADEL 2025 (C1/C3),titulo,False,Competencias socioemocionales,Competencias de atención al cliente,,,,,venta
2026-087230,https://www.bne.gob.cl/oferta/2026-087230,Ayudante de Bodega y Operador/a de Grúa Horquilla,Requisitos: Requisitos: Enseñanza Media completa. Licencias de conducir Clase B y Clase D vigentes (Excluyentes) para la operación de grúa horquilla y traslado. Disponibilidad inm...,Confidencial,Metropolitana - Isla de Maipo,Hace 12 días,"Hace 12 días
Ayudante de Bodega y Operador/a de Grúa Horquilla
Requisitos: Requisitos: Enseñanza Media completa. Licencias de conducir Clase B y Clase D vigentes (Excluyentes) para la operación de grúa horquilla y traslado. Disponibilidad inm...
Confidencial
Metropolitana - Isla de Maipo
Ver Más",Hace 12 días,217,2026-07-30,8,0.441,8343,0.78,Operador/a de grúa horquilla,ENADEL 2025 (C1/C3),titulo,False,Competencias cognitivas,Competencias de gestión de proyectos y procesos,Competencias manuales,Destrezas de coordinación óculo-manual y óculo-podal,,,"bodega, conducir"
2026-087253,https://www.bne.gob.cl/oferta/2026-087253,Jefe/a de Beneficios,"¿Un banco que siempre pone primero a las personas? Sí, así somos. Un equipo de y para #Gennials, que busca lo simple, que le gusta andar liviano y ser digital. Ven a innovar, de...",Banco Falabella,Metropolitana - Las Condes,Hace 12 días,"Hace 12 días
Jefe/a de Beneficios
¿Un banco que siempre pone primero a las personas? Sí, así somos. Un equipo de y para #Gennials, que busca lo simple, que le gusta andar liviano y ser digital. Ven a innovar, de...
Banco Falabella
Metropolitana - Las Condes
Ver Más",Hace 12 días,217,2026-07-30,3,0.375,3123,0.342,Jefe/a de obra,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-087271,https://www.bne.gob.cl/oferta/2026-087271,Técnico Fusión Fibra Óptica para Copiapó,"Nuestro cliente, importante empresa de telecomunicaciones requiere contratar a un Técnico Fusionador de Fibra óptica para Copiapó. Funciones: Realizar las fusiones de Cajas Te...",Randstad Empresa de Servicios Transitorios LTDA.,Atacama - Copiapó,Hace 12 días,"Hace 12 días
Técnico Fusión Fibra Óptica para Copiapó
Nuestro cliente, importante empresa de telecomunicaciones requiere contratar a un Técnico Fusionador de Fibra óptica para Copiapó. Funciones: Realizar las fusiones de Cajas Te...
Randstad Empresa de Servicios Transitorios LTDA.
Atacama - Copiapó
Ver Más",Hace 12 días,217,2026-07-30,3,0.774,3254,0.491,Técnico óptico,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-087274,https://www.bne.gob.cl/oferta/2026-087274,Vendedores Terreno (telecomunicaciones) - Osorno,"Nuestro cliente, Empresa del rubro de las telecomunicaciones se encuentra en búsqueda de los mejores Vendedores en Terreno para Osorno . Si te gustan las ventas, tienes actitud comercial, eres ...",Randstad Empresa de Servicios Transitorios LTDA.,Los Lagos - Osorno,Hace 12 días,"Hace 12 días
Vendedores Terreno (telecomunicaciones) - Osorno
Nuestro cliente, Empresa del rubro de las telecomunicaciones se encuentra en búsqueda de los mejores Vendedores en Terreno para Osorno . Si te gustan las ventas, tienes actitud comercial, eres ...
Randstad Empresa de Servicios Transitorios LTDA.
Los Lagos - Osorno
Ver Más",Hace 12 días,217,2026-07-30,2,0.37,2434,0.539,Analista de telecomunicaciones,ENADEL 2025 (C1/C3),titulo,True,Competencias socioemocionales,Competencias de atención al cliente,,,,,"vendedor, venta, ventas"
2026-087294,https://www.bne.gob.cl/oferta/2026-087294,Asistente Vial de Patrulla,"Nera Chile busca Asistente Vial para desempeñarse en Autopista Vespucio Norte. Será responsable de atender incidentes en ruta, asistir a usuarios y vehículos, señalizar y a...",NERA CHILE SPA,Metropolitana - Providencia,Hace 12 días,"Hace 12 días
Asistente Vial de Patrulla
Nera Chile busca Asistente Vial para desempeñarse en Autopista Vespucio Norte. Será responsable de atender incidentes en ruta, asistir a usuarios y vehículos, señalizar y a...
NERA CHILE SPA
Metropolitana - Providencia
Ver Más",Hace 12 días,217,2026-07-30,5,0.456,5414,0.449,Patrullero/a de protección,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-087299,https://www.bne.gob.cl/oferta/2026-087299,Asistente Administrativo,"Llevar el control de gastos e ingresos, relación con clientes y proveedores y manejo del flujo de caja diario (recaudaciones). Funciones: ? Realizar ordenes de compras ERP SAP. ? Contabil...",SOCIEDAD CONCESIONARIA AEROPUERTO EL LOA S.A.,Antofagasta - Calama,Hace 12 días,"Hace 12 días
Asistente Administrativo
Llevar el control de gastos e ingresos, relación con clientes y proveedores y manejo del flujo de caja diario (recaudaciones). Funciones: ? Realizar ordenes de compras ERP SAP. ? Contabil...
SOCIEDAD CONCESIONARIA AEROPUERTO EL LOA S.A.
Antofagasta - Calama
Ver Más",Hace 12 días,217,2026-07-30,4,0.77,4110,1.0,Asistente administrativo/a,ENADEL 2025 (C1/C3),titulo,False,Competencias cognitivas,Competencias en software (específico) y asistencia técnica,Competencias socioemocionales,Competencias de la personalidad,Competencias socioemocionales,Competencias de atención al cliente,"compra, erp, orden, sap"
2026-086937,https://www.bne.gob.cl/oferta/2026-086937,Encargado de Mantención-OMIL LAMPA,"Buscamos un profesional que lidere la gestión de mantención de la planta, asegurando la continuidad operacional y el correcto funcionamiento de equipos e infraestructura.",Confidencial,Metropolitana - Lampa,Hace 12 días,"Hace 12 días
Encargado de Mantención-OMIL LAMPA
Buscamos un profesional que lidere la gestión de mantención de la planta, asegurando la continuidad operacional y el correcto funcionamiento de equipos e infraestructura.
Confidencial
Metropolitana - Lampa
Ver Más",Hace 12 días,217,2026-07-30,3,0.285,3334,0.455,Encargado/a de ventas,ENADEL 2025 (C1/C3),titulo,False,Competencias manuales,Destrezas de coordinación óculo-manual y óculo-podal,,,,,mantencion
2026-087070,https://www.bne.gob.cl/oferta/2026-087070,CHOFER A4,EXPERIENCIA MÍNIMA 1 AÑO,Confidencial,Aysén - Coyhaique,Hace 12 días,"Hace 12 días
CHOFER A4
EXPERIENCIA MÍNIMA 1 AÑO
Confidencial
Aysén - Coyhaique
Ver Más",Hace 12 días,217,2026-07-30,8,1.0,8322,0.773,Chofer,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-087098,https://www.bne.gob.cl/oferta/2026-087098,Operador CCTV 30 Hrs. - Osorno.,"¡Vive una nueva experiencia MDS Casinos!! Nos encotramos en busqueda de un Operador CCTV cuya mision consiste en Monitorear la operación en las distintas áreas de MDS, a trav&ea...",Latin Gaming Osorno S.A.,Los Lagos - Osorno,Hace 12 días,"Hace 12 días
Operador CCTV 30 Hrs. - Osorno.
¡Vive una nueva experiencia MDS Casinos!! Nos encotramos en busqueda de un Operador CCTV cuya mision consiste en Monitorear la operación en las distintas áreas de MDS, a trav&ea...
Latin Gaming Osorno S.A.
Los Lagos - Osorno
Ver Más",Hace 12 días,218,2026-07-30,8,0.631,8121,0.29,Operador/a de horno de metales,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-087115,https://www.bne.gob.cl/oferta/2026-087115,ESPECIALISTA MATERIALES Y EQUIPAMIENTO,"Planificar y coordinar los requerimientos de materiales y equipos, asegurando su disponibilidad oportuna para la operación. Gestionar el seguimiento de pedidos y proveedores, garantizando el c...",Confidencial,Metropolitana - Las Condes,Hace 12 días,"Hace 12 días
ESPECIALISTA MATERIALES Y EQUIPAMIENTO
Planificar y coordinar los requerimientos de materiales y equipos, asegurando su disponibilidad oportuna para la operación. Gestionar el seguimiento de pedidos y proveedores, garantizando el c...
Confidencial
Metropolitana - Las Condes
Ver Más",Hace 12 días,218,2026-07-30,2,0.795,2212,0.455,Médico especialista,ENADEL 2025 (C1/C3),titulo,False,Competencias cognitivas,Competencias cognitivas básicas,,,,,"coordinar, planificar"
2026-087121,https://www.bne.gob.cl/oferta/2026-087121,Asesor en Prevención de Riesgos,"Ejecutar en su terminal, todas las acciones requeridas para asegurar el cumplimiento de la ley 16.744 y de todos sus decretos que regula y rige los accidentes del trabajo y las enfermedades profesiona...",Confidencial,Bío Bío - Talcahuano,Hace 12 días,"Hace 12 días
Asesor en Prevención de Riesgos
Ejecutar en su terminal, todas las acciones requeridas para asegurar el cumplimiento de la ley 16.744 y de todos sus decretos que regula y rige los accidentes del trabajo y las enfermedades profesiona...
Confidencial
Bío Bío - Talcahuano
Ver Más",Hace 12 días,218,2026-07-30,3,0.516,3257,0.804,Técnico/a en prevención de riesgos,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-087181,https://www.bne.gob.cl/oferta/2026-087181,kam,"Gestionar y fortalecer la relación con los clientes clave de la empresa, asegurando su satisfacción mediante una atención integral, información oportuna y soluciones que ap...",Confidencial,Metropolitana - Santiago,Hace 12 días,"Hace 12 días
kam
Gestionar y fortalecer la relación con los clientes clave de la empresa, asegurando su satisfacción mediante una atención integral, información oportuna y soluciones que ap...
Confidencial
Metropolitana - Santiago
Ver Más",Hace 12 días,218,2026-07-30,3,0.478,3322,0.698,Ejecutivo KAM,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-087219,https://www.bne.gob.cl/oferta/2026-087219,Vendedor/a de Telas y Textil (Part-Time),"Requisitos: Enseñanza Media completa. Experiencia previa comprobable en el área textil, tiendas de telas o mercería (deseable). Conocimiento de tipos de telas, texturas y material...",Confidencial,Metropolitana - Peñaflor,Hace 12 días,"Hace 12 días
Vendedor/a de Telas y Textil (Part-Time)
Requisitos: Enseñanza Media completa. Experiencia previa comprobable en el área textil, tiendas de telas o mercería (deseable). Conocimiento de tipos de telas, texturas y material...
Confidencial
Metropolitana - Peñaflor
Ver Más",Hace 12 días,218,2026-07-30,5,0.54,5223,0.418,Vendedor/a,ENADEL 2025 (C1/C3),titulo,True,Competencias socioemocionales,Competencias de atención al cliente,,,,,vendedor
2026-086740,https://www.bne.gob.cl/oferta/2026-086740,Encargada de Administración y Finanzas (Reemplazo Pre y Post Natal),"Buscamos una profesional proactiva, empática y organizada para asumir la gestión de los procesos financieros, administrativos y la relación interna con el equipo durante un period...",NOVOTEC SOLUCIONES,Valparaíso - Viña del Mar,Hace 12 días,"Hace 12 días
Encargada de Administración y Finanzas (Reemplazo Pre y Post Natal)
Buscamos una profesional proactiva, empática y organizada para asumir la gestión de los procesos financieros, administrativos y la relación interna con el equipo durante un period...
NOVOTEC SOLUCIONES
Valparaíso - Viña del Mar
Ver Más",Hace 12 días,218,2026-07-30,1,0.432,1211,0.542,Gerente de administración y finanzas,ENADEL 2025 (C1/C3),titulo,False,Competencias cognitivas,Competencias financieras,Competencias socioemocionales,Competencias de la personalidad,,,"financiero, finanzas, proactiva"
2026-086559,https://www.bne.gob.cl/oferta/2026-086559,Administrativo (a),"Importante empresa de su rubro, comprometida con la inclusión laboral (ley 21.015) requiere contratar personal para la realización de labores administrativas. Se requiere 2 a&ntild...",Confidencial,Metropolitana - Peñalolén,Hace 12 días,"Hace 12 días
Administrativo (a)
Importante empresa de su rubro, comprometida con la inclusión laboral (ley 21.015) requiere contratar personal para la realización de labores administrativas. Se requiere 2 a&ntild...
Confidencial
Metropolitana - Peñalolén
Ver Más",Hace 12 días,219,2026-07-30,4,0.616,4110,1.0,Administrativo/a,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-087046,https://www.bne.gob.cl/oferta/2026-087046,Vendedores Multifuncionales Ruta 5 Camino a Chiloe,"Laboral, Desarrollo de Carrera y Seguro de vida Sueldo $700.000 liq aprox (sueldo base + gratificación + bono noche + asignaciones) turnos rotativos de mañana, tarde y noche Descripci&oa...",Esmax Filial de Aramco en Chile,Los Lagos - Puerto Montt,Hace 12 días,"Hace 12 días
Vendedores Multifuncionales Ruta 5 Camino a Chiloe
Laboral, Desarrollo de Carrera y Seguro de vida Sueldo $700.000 liq aprox (sueldo base + gratificación + bono noche + asignaciones) turnos rotativos de mañana, tarde y noche Descripci&oa...
Esmax Filial de Aramco en Chile
Los Lagos - Puerto Montt
Ver Más",Hace 12 días,219,2026-07-30,5,0.43,5223,0.299,Vendedor/a,ENADEL 2025 (C1/C3),titulo,True,Competencias socioemocionales,Competencias de atención al cliente,,,,,vendedor
2026-087044,https://www.bne.gob.cl/oferta/2026-087044,Project Manager Sostenibilidad,"#SomosGrupoFalabella, te queremos contagiar de innovación, compromiso, grandes desafíos y por sobre todo un clima laboral entretenido y muy colaborativo! Si eres una persona apasionad...",SODIMAC S.A.,Metropolitana - Las Condes,Hace 12 días,"Hace 12 días
Project Manager Sostenibilidad
#SomosGrupoFalabella, te queremos contagiar de innovación, compromiso, grandes desafíos y por sobre todo un clima laboral entretenido y muy colaborativo! Si eres una persona apasionad...
SODIMAC S.A.
Metropolitana - Las Condes
Ver Más",Hace 12 días,219,2026-07-30,3,0.65,3313,0.274,Asistente de contabilidad,ENADEL 2025 (C1/C3),titulo,False,Competencias socioemocionales,Competencias de la personalidad,,,,,compromiso
2026-086912,https://www.bne.gob.cl/oferta/2026-086912,Nochero-San Bernardo,Planta ubicada en San Bernardo (sector industrial de Lo Espejo/La Divisa) requiere contratar con urgencia nochero para servicio de vigilancia y cuidado de la planta en turno noche modalidad 4x4 El ho...,Confidencial,Metropolitana - San Bernardo,Hace 12 días,"Hace 12 días
Nochero-San Bernardo
Planta ubicada en San Bernardo (sector industrial de Lo Espejo/La Divisa) requiere contratar con urgencia nochero para servicio de vigilancia y cuidado de la planta en turno noche modalidad 4x4 El ho...
Confidencial
Metropolitana - San Bernardo
Ver Más",Hace 12 días,219,2026-07-30,8,0.284,5414,0.292,Operador/a de planta,ENADEL 2025 (C1/C3),descripcion (respaldo),True,Competencias manuales,Destrezas de coordinación óculo-manual y óculo-podal,,,,,vigilancia
2026-086965,https://www.bne.gob.cl/oferta/2026-086965,Diseñador UX/UI,"Objetivo del cargo Diseñar productos digitales que entreguen experiencias simples, intuitivas y confiables para clientes y stakeholders, colaborando activamente con equipos de desarrollo para ...",Confidencial,Metropolitana - Las Condes,Hace 12 días,"Hace 12 días
Diseñador UX/UI
Objetivo del cargo Diseñar productos digitales que entreguen experiencias simples, intuitivas y confiables para clientes y stakeholders, colaborando activamente con equipos de desarrollo para ...
Confidencial
Metropolitana - Las Condes
Ver Más",Hace 12 días,220,2026-07-30,2,0.945,2144,0.459,Diseñador de motores,INE (manual CIUO-08.CL),titulo,False,Competencias cognitivas,Competencias cognitivas básicas,,,,,diseñar
2026-086945,https://www.bne.gob.cl/oferta/2026-086945,Mantenedor de infraestructura y ornato,"Oferta para un Maestro de Mantención, quien será responsable de realizar las distintas actividades de mantenimiento preventivo de las instalaciones, garantizando el buen funcionamiento. ...",Confidencial,Metropolitana - Pudahuel,Hace 12 días,"Hace 12 días
Mantenedor de infraestructura y ornato
Oferta para un Maestro de Mantención, quien será responsable de realizar las distintas actividades de mantenimiento preventivo de las instalaciones, garantizando el buen funcionamiento. ...
Confidencial
Metropolitana - Pudahuel
Ver Más",Hace 12 días,220,2026-07-30,7,0.869,7233,0.361,Mantenedor mecánico,ENADEL 2025 (C1/C3),titulo,False,Competencias manuales,Destrezas de coordinación óculo-manual y óculo-podal,,,,,"instalacion, mantencion, mantenedor, mantenimiento"
2026-087204,https://www.bne.gob.cl/oferta/2026-087204,Auxiliar Administrativo en Finanzas,En nuestra compañía nos encontramos en la búsqueda de un Auxiliar Administrativo de Finanzas para unirse a nuestro equipo. Su rol será clave para asegurar el correcto flujo...,CAMILA PAZ LIMIDO CASSINA,Metropolitana - Quilicura,Hace 12 días,"Hace 12 días
Auxiliar Administrativo en Finanzas
En nuestra compañía nos encontramos en la búsqueda de un Auxiliar Administrativo de Finanzas para unirse a nuestro equipo. Su rol será clave para asegurar el correcto flujo...
CAMILA PAZ LIMIDO CASSINA
Metropolitana - Quilicura
Ver Más",Hace 12 días,220,2026-07-30,1,0.536,1211,0.723,Administrador/a finanzas,ENADEL 2025 (C1/C3),titulo,False,Competencias cognitivas,Competencias financieras,,,,,finanzas
2026-087207,https://www.bne.gob.cl/oferta/2026-087207,RECEPCIONISTAS,SE REQUIERE RECEPCIONISTAS CON EXPERIENCIA PARA LA COMUNA DE MONTE PATRIA,Confidencial,Coquimbo - Monte Patria,Hace 12 días,"Hace 12 días
RECEPCIONISTAS
SE REQUIERE RECEPCIONISTAS CON EXPERIENCIA PARA LA COMUNA DE MONTE PATRIA
Confidencial
Coquimbo - Monte Patria
Ver Más",Hace 12 días,220,2026-07-30,4,1.0,4224,0.916,Recepcionista,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-087225,https://www.bne.gob.cl/oferta/2026-087225,Conductor(a) de ambulancia para Central de Ambulancia.,"La Corporación Municipal de Educación, Salud y Atención de Menores de Puente Alto, requiere incorporar a su equipo a personas con un alto nivel de profesionalismo y motivaci&oacut...","Corporación Municipal de Educación, Salud y Atención de Menores de Puente Alto",Metropolitana - Puente Alto,Hace 12 días,"Hace 12 días
Conductor(a) de ambulancia para Central de Ambulancia.
La Corporación Municipal de Educación, Salud y Atención de Menores de Puente Alto, requiere incorporar a su equipo a personas con un alto nivel de profesionalismo y motivaci&oacut...
Corporación Municipal de Educación, Salud y Atención de Menores de Puente Alto
Metropolitana - Puente Alto
Ver Más",Hace 12 días,220,2026-07-30,3,0.395,3223,0.776,Técnico de ambulancia,INE (manual CIUO-08.CL),titulo,False,,,,,,,
2026-087283,https://www.bne.gob.cl/oferta/2026-087283,Vendedores Terreno (telecomunicaciones) - Rancagua,"Nuestro cliente, Empresa del rubro de las telecomunicaciones se encuentra en búsqueda de los mejores Vendedores en Terreno para Rancagua. Si te gustan las ventas, tienes actitud comercial, eres...",Randstad Empresa de Servicios Transitorios LTDA.,O'Higgins - Rancagua,Hace 12 días,"Hace 12 días
Vendedores Terreno (telecomunicaciones) - Rancagua
Nuestro cliente, Empresa del rubro de las telecomunicaciones se encuentra en búsqueda de los mejores Vendedores en Terreno para Rancagua. Si te gustan las ventas, tienes actitud comercial, eres...
Randstad Empresa de Servicios Transitorios LTDA.
O'Higgins - Rancagua
Ver Más",Hace 12 días,220,2026-07-30,2,0.433,2434,0.53,Analista de telecomunicaciones,ENADEL 2025 (C1/C3),titulo,True,Competencias socioemocionales,Competencias de atención al cliente,,,,,"vendedor, venta, ventas"
2026-087157,https://www.bne.gob.cl/oferta/2026-087157,Operario de Carga Nacional en Santiago de Chile,"En LATAM Airlines nos encontramos en la búsqueda de nuestro próxim@ Operario de Carga Nacional en Santiago de Chile, quién será el responsable de Movilizar, ordenar, prepar...",Latam Airlines,Metropolitana - Pudahuel,Hace 12 días,"Hace 12 días
Operario de Carga Nacional en Santiago de Chile
En LATAM Airlines nos encontramos en la búsqueda de nuestro próxim@ Operario de Carga Nacional en Santiago de Chile, quién será el responsable de Movilizar, ordenar, prepar...
Latam Airlines
Metropolitana - Pudahuel
Ver Más",Hace 12 días,220,2026-07-30,9,0.584,9333,0.352,Operario de carga de equipaje,ENADEL 2025 (C1/C3),titulo,False,Competencias socioemocionales,Competencias de la personalidad,,,,,orden
2026-087411,https://www.bne.gob.cl/oferta/2026-087411,"Ejecutivo Comercial, Part Time 30 horas, Copiapó",Misión del cargo: Venta y Postventa de Seguros comercializados por la corredora. ¡Seguro que esto no lo sabías! Creamos productos y servicios 100% enfocados en cuidar lo que m&aac...,Seguros Falabella,Atacama - Copiapó,Hace 12 días,"Hace 12 días
Ejecutivo Comercial, Part Time 30 horas, Copiapó
Misión del cargo: Venta y Postventa de Seguros comercializados por la corredora. ¡Seguro que esto no lo sabías! Creamos productos y servicios 100% enfocados en cuidar lo que m&aac...
Seguros Falabella
Atacama - Copiapó
Ver Más",Hace 12 días,220,2026-07-30,3,0.57,3322,0.628,Ejecutivo comercial,ENADEL 2025 (C1/C3),titulo,False,Competencias socioemocionales,Competencias de atención al cliente,,,,,"postventa, venta"
2026-087322,https://www.bne.gob.cl/oferta/2026-087322,Patrullero/a (Conductor/a) - Puerto Montt,Importante empresa de servicios de Salud nos encontramos en búsqueda de los/as mejores Patrulleros/a (Conductor/a) para Puerto Montt. La persona será responsable de velar por la segurida...,Confidencial,Los Lagos - Puerto Montt,Hace 12 días,"Hace 12 días
Patrullero/a (Conductor/a) - Puerto Montt
Importante empresa de servicios de Salud nos encontramos en búsqueda de los/as mejores Patrulleros/a (Conductor/a) para Puerto Montt. La persona será responsable de velar por la segurida...
Confidencial
Los Lagos - Puerto Montt
Ver Más",Hace 12 días,220,2026-07-30,8,0.797,8322,0.407,Conductor,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-087184,https://www.bne.gob.cl/oferta/2026-087184,Operador telefónico Cc Tv quinta Normal Lunes a Domingo 4x4 10:00 a 22:00,Empresa líder en servicios de monitoreo y seguridad se encuentra en búsqueda de un(a) Operador(a) de Monitoreo CCTV para desempeñarse en la comuna de Quinta Normal. Principales ...,Medina,Metropolitana - Quinta Normal,Hace 12 días,"Hace 12 días
Operador telefónico Cc Tv quinta Normal Lunes a Domingo 4x4 10:00 a 22:00
Empresa líder en servicios de monitoreo y seguridad se encuentra en búsqueda de un(a) Operador(a) de Monitoreo CCTV para desempeñarse en la comuna de Quinta Normal. Principales ...
Medina
Metropolitana - Quinta Normal
Ver Más",Hace 12 días,221,2026-07-30,5,0.611,5414,0.5,Jefe de monitoreo de seguridad,ENADEL 2025 (C1/C3),descripcion (respaldo),False,Competencias manuales,Destrezas de coordinación óculo-manual y óculo-podal,,,,,seguridad
2026-086908,https://www.bne.gob.cl/oferta/2026-086908,Garzón/a Part Time Antofagasta,"En Xinerlink, la diversidad e inclusión enriquecen nuestro equipo y cultura. Valoramos tu talento único en un ambiente donde todas las personas son bienvenidas. ¡Construyamos junto...",GESTION DE PERSONAS Y SERVICIOS SPA,Antofagasta - Antofagasta,Hace 12 días,"Hace 12 días
Garzón/a Part Time Antofagasta
En Xinerlink, la diversidad e inclusión enriquecen nuestro equipo y cultura. Valoramos tu talento único en un ambiente donde todas las personas son bienvenidas. ¡Construyamos junto...
GESTION DE PERSONAS Y SERVICIOS SPA
Antofagasta - Antofagasta
Ver Más",Hace 12 días,221,2026-07-30,5,0.862,5131,0.599,Garzón/a,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-087040,https://www.bne.gob.cl/oferta/2026-087040,Reponedores,Importante empresa del rubro supermercadista se encuentra en búsqueda de Reponedores(as) Turno Nocturno para desempeñarse en distintas sucursales de la Región Metropolitana. - ...,OMIL ISLA DE MAIPO,Metropolitana - Isla de Maipo,Hace 12 días,"Hace 12 días
Reponedores
Importante empresa del rubro supermercadista se encuentra en búsqueda de Reponedores(as) Turno Nocturno para desempeñarse en distintas sucursales de la Región Metropolitana. - ...
OMIL ISLA DE MAIPO
Metropolitana - Isla de Maipo
Ver Más",Hace 12 días,221,2026-07-30,9,0.927,9334,0.912,Reponedor/a/a,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-087050,https://www.bne.gob.cl/oferta/2026-087050,Mecánico/a para buses Avanzado/a,"Objetivo del Cargo Ejecutar el mantenimiento preventivo y correctivo de los sistemas mecánicos de los vehículos pertenecientes a la Flota de Buses Yanguas, siguiendo programas y proce...",RENTA EQUIPOS LTDA.,Metropolitana - Pudahuel,Hace 12 días,"Hace 12 días
Mecánico/a para buses Avanzado/a
Objetivo del Cargo Ejecutar el mantenimiento preventivo y correctivo de los sistemas mecánicos de los vehículos pertenecientes a la Flota de Buses Yanguas, siguiendo programas y proce...
RENTA EQUIPOS LTDA.
Metropolitana - Pudahuel
Ver Más",Hace 12 días,221,2026-07-30,7,0.724,7231,0.66,Mecánico de buses,ENADEL 2025 (C1/C3),titulo,False,Competencias manuales,Destrezas de coordinación óculo-manual y óculo-podal,,,,,"mantenimiento, mecanico"
2026-087212,https://www.bne.gob.cl/oferta/2026-087212,Auxiliar de Enfermería - Colegio Valparaíso,"Colegio Pumahue Curauma, ubicado en Valparaíso, se encuentra en búsqueda un(a) Técnico en Enfermería para integrarse a nuestro equipo 2026 por 22 horas semanales. Su pri...",PUMAHUE CURAUMA,Valparaíso - Valparaíso,Hace 12 días,"Hace 12 días
Auxiliar de Enfermería - Colegio Valparaíso
Colegio Pumahue Curauma, ubicado en Valparaíso, se encuentra en búsqueda un(a) Técnico en Enfermería para integrarse a nuestro equipo 2026 por 22 horas semanales. Su pri...
PUMAHUE CURAUMA
Valparaíso - Valparaíso
Ver Más",Hace 12 días,221,2026-07-30,3,0.759,3221,0.654,Auxiliar de enfermería,ENADEL 2025 (C1/C3),titulo,False,,,,,,,
2026-086944,https://www.bne.gob.cl/oferta/2026-086944,Analista de Inventario,"¡¡Te estamos buscando!! Kitchen Center, empresa Retail, líder en equipamiento de cocina busca Analista de Inventario para su Centro de Distribución. Será respons...",Kitchen Center,Metropolitana - Pudahuel,Hace 12 días,"Hace 12 días
Analista de Inventario
¡¡Te estamos buscando!! Kitchen Center, empresa Retail, líder en equipamiento de cocina busca Analista de Inventario para su Centro de Distribución. Será respons...
Kitchen Center
Metropolitana - Pudahuel
Ver Más",Hace 12 días,221,2026-07-30,2,0.524,2431,0.617,Analista de ventas,ENADEL 2025 (C1/C3),titulo,False,Competencias cognitivas,Competencias de gestión de proyectos y procesos,,,,,inventario
